First_Name,Last_Name,Phone,Email,Register_Number,Institution_Name,Mode,Course_Name,Total,Entry_Date,Payment_Status
btqt,rpev,(485)120-393-0,btqtrpev@yahoo.com,4sp28843453,sdm,Offline,Cyber Security-l1,5000,18-10-2021 12:30:46,not paid
qnirf,tfpyl,(962)067-802-4,qnirftfpyl@outlook.com,1al76128879,alvas,Offline,iot,4000,22-2-2021 11:55:40,paid
qgxj,yekm,(734)312-764-2,qgxjyekm@outlook.com,3nm99294863,nitte,Offline,Java Full-stack,5500,17-11-2022 13:9:17,not paid
tmorjrd,sqgqu,(081)378-731-0,tmorjrdsqgqu@outlook.com,6mp94221938,mite,Online,iot,4000,8-8-2023 13:45:3,not paid
vpxxc,sgino,(474)948-027-6,vpxxcsgino@yahoo.com,6m35266025,manipal,Offline,Cyber Security-l0,4500,12-7-2023 13:22:30,not paid
npb,syd,(458)768-994-2,npbsyd@outlook.com,0m32920478,manipal,Online,Java Full-stack,5500,28-5-2023 15:33:38,paid
ybiboyqb,duqbu,(427)060-614-3,ybiboyqbduqbu@gmail.com,9m32219138,manipal,Offline,Java Full-stack,5500,15-2-2022 11:21:10,paid
ourxccsg,lxndl,(596)949-719-2,ourxccsglxndl@gmail.com,2mp80428578,mite,Offline,Web Development-15weeks,3000,1-8-2023 14:54:37,paid
igfrqua,eoqkc,(295)912-807-6,igfrquaeoqkc@yahoo.com,6al07011738,alvas,Offline,Web Development,5000,26-5-2022 17:6:3,paid
ymnq,kroh,(300)146-268-7,ymnqkroh@outlook.com,3al65121126,alvas,Offline,Cyber Security-l1,5000,5-8-2021 11:28:39,not paid
annad,fhlol,(294)851-770-9,annadfhlol@gmail.com,7m96286583,manipal,Offline,Java Full-stack,5500,5-10-2022 12:49:2,paid
hyohtxif,erwlj,(151)086-836-7,hyohtxiferwlj@yahoo.com,7sp90319499,sdm,Online,iot,4000,22-7-2022 10:58:20,not paid
dggamrl,aaooo,(443)162-842-4,dggamrlaaooo@outlook.com,0al97339879,alvas,Offline,Cyber Security-l0,4500,25-3-2023 17:25:43,not paid
hlhvudvv,qvmzr,(631)358-249-9,hlhvudvvqvmzr@yahoo.com,2sp46063768,sdm,Online,Web Development,5000,11-2-2021 13:39:1,not paid
llldctpa,alksw,(465)179-802-6,llldctpaalksw@outlook.com,1mp19796617,mite,Offline,Java Full-stack,5500,20-11-2021 11:13:30,paid
mchsz,twtiq,(638)505-969-1,mchsztwtiq@yahoo.com,6sp65343835,sdm,Offline,Cyber Security-l1,5000,13-5-2022 11:31:35,paid
rufnsywk,xabyo,(765)070-149-2,rufnsywkxabyo@outlook.com,0mp96108329,mite,Online,ai-ml,6000,14-3-2021 16:28:3,paid
wpl,bos,(896)104-427-0,wplbos@yahoo.com,4nm97275007,nitte,Online,Java Full-stack,5500,15-9-2021 16:6:19,not paid
sntmhh,igufg,(329)106-819-3,sntmhhigufg@outlook.com,7mp84441563,mite,Offline,Cyber Security-l0,4500,8-12-2023 11:37:46,paid
bvj,qbg,(934)295-208-9,bvjqbg@outlook.com,7sp43425289,sdm,Offline,Cyber Security-l1,5000,17-11-2022 16:10:5,paid
ljckmxw,lbvcu,(712)979-333-4,ljckmxwlbvcu@outlook.com,9mp37057826,mite,Online,iot,4000,9-12-2021 17:21:14,paid
ckk,vph,(015)457-807-0,ckkvph@outlook.com,7m70991017,manipal,Offline,Java Full-stack,5500,16-12-2023 14:43:15,paid
pejnrx,aovee,(311)097-470-4,pejnrxaovee@yahoo.com,1al94823063,alvas,Offline,Cyber Security-l0,4500,6-9-2022 17:40:20,not paid
rwtfe,cledr,(742)243-780-3,rwtfecledr@outlook.com,6m52771260,manipal,Online,ai-ml,6000,3-12-2022 12:23:29,paid
tqzpaxyg,cgxhg,(890)943-643-1,tqzpaxygcgxhg@yahoo.com,5nm14395797,nitte,Offline,Cyber Security-l1,5000,21-3-2021 13:51:15,not paid
lpevu,eafvi,(707)001-190-5,lpevueafvi@gmail.com,2mp15717535,mite,Offline,Java Full-stack,5500,5-12-2021 17:55:46,paid
xkexxgrd,wssnl,(147)259-766-4,xkexxgrdwssnl@outlook.com,6sp82234993,sdm,Online,Web Development,5000,17-7-2021 16:46:13,not paid
vqbian,tdxcb,(221)605-892-1,vqbiantdxcb@yahoo.com,0sp44171132,sdm,Online,Web Development-15weeks,3000,17-3-2022 14:25:30,paid
dbhqzem,xtvrg,(673)515-617-3,dbhqzemxtvrg@yahoo.com,3al73466903,alvas,Offline,Web Development-15weeks,3000,10-1-2021 14:49:43,not paid
ntyp,kaao,(069)935-231-3,ntypkaao@outlook.com,2mp35350691,mite,Offline,iot,4000,12-6-2023 15:19:28,paid
xnko,jryj,(978)316-163-3,xnkojryj@outlook.com,9al97294515,alvas,Offline,Web Development-15weeks,3000,26-11-2021 15:54:21,paid
ewauxstu,mkzte,(755)718-060-3,ewauxstumkzte@outlook.com,8nm17888033,nitte,Offline,Web Development,5000,3-5-2022 17:21:32,paid
qvisy,llcyg,(513)614-968-9,qvisyllcyg@yahoo.com,4m05270977,manipal,Online,Cyber Security-l1,5000,20-9-2023 16:13:49,not paid
nsgsyprh,sjjqe,(952)507-008-4,nsgsyprhsjjqe@gmail.com,6mp25780659,mite,Online,Web Development,5000,3-1-2022 11:48:3,paid
pmssaqgy,zdqgv,(996)616-250-5,pmssaqgyzdqgv@outlook.com,7nm88244338,nitte,Offline,ai-ml,6000,25-10-2022 17:47:50,not paid
elyxoqk,vbbvb,(282)383-482-4,elyxoqkvbbvb@yahoo.com,5al46347551,alvas,Online,Web Development-15weeks,3000,8-5-2021 16:6:48,paid
pkgzhvd,olcyf,(932)400-369-3,pkgzhvdolcyf@gmail.com,4al08537530,alvas,Offline,Web Development,5000,23-10-2023 16:55:46,paid
ywza,xgnf,(074)170-281-2,ywzaxgnf@yahoo.com,6al27583173,alvas,Online,Web Development-15weeks,3000,6-7-2021 10:46:9,paid
fpxwopc,yitqn,(807)833-373-0,fpxwopcyitqn@yahoo.com,8mp32084403,mite,Online,Cyber Security-l1,5000,11-8-2022 10:21:13,paid
ckia,oidz,(455)831-371-5,ckiaoidz@outlook.com,8m41613250,manipal,Online,Cyber Security-l1,5000,22-8-2022 17:54:6,not paid
musczdid,auvln,(992)222-911-7,musczdidauvln@yahoo.com,5nm65463059,nitte,Offline,Cyber Security-l1,5000,21-12-2022 13:24:6,not paid
gzbsnop,lcxcp,(032)704-880-9,gzbsnoplcxcp@gmail.com,3sp96398453,sdm,Offline,Java Full-stack,5500,23-12-2023 14:16:46,not paid
cxg,xzz,(882)503-544-2,cxgxzz@outlook.com,1nm02229815,nitte,Offline,Web Development-15weeks,3000,7-1-2023 11:51:8,not paid
cezeg,mpnes,(989)499-641-4,cezegmpnes@gmail.com,0sp87307762,sdm,Online,Web Development-15weeks,3000,2-4-2023 10:53:41,paid
uwn,rwk,(496)657-769-9,uwnrwk@gmail.com,0nm21705504,nitte,Offline,ai-ml,6000,7-4-2022 12:59:8,not paid
xntsqbw,sykhn,(405)272-941-4,xntsqbwsykhn@gmail.com,4nm43505677,nitte,Online,Cyber Security-l0,4500,25-6-2023 14:43:47,not paid
mfahw,vwsnq,(760)098-119-5,mfahwvwsnq@yahoo.com,9sp00611020,sdm,Online,Web Development,5000,7-4-2022 11:48:33,not paid
kyhohem,pkfgp,(247)503-562-9,kyhohempkfgp@yahoo.com,6m19471741,manipal,Online,iot,4000,15-3-2023 14:27:5,paid
wgaxdweg,wdibc,(053)906-760-6,wgaxdwegwdibc@yahoo.com,0nm55681571,nitte,Online,Web Development,5000,18-2-2023 17:7:18,paid
uhmzapji,vtwwa,(032)110-986-3,uhmzapjivtwwa@outlook.com,3mp39650207,mite,Offline,Cyber Security-l0,4500,27-10-2022 12:11:25,paid
dmvkca,mezav,(971)467-990-8,dmvkcamezav@outlook.com,6nm06067886,nitte,Offline,Cyber Security-l0,4500,4-12-2022 16:39:29,paid
cnnsgzte,azztj,(682)441-907-1,cnnsgzteazztj@outlook.com,9al20431306,alvas,Offline,Java Full-stack,5500,28-4-2022 10:23:23,paid
tdy,kzp,(877)873-657-2,tdykzp@yahoo.com,6nm37414788,nitte,Offline,Web Development,5000,11-3-2022 13:37:34,paid
gbv,noh,(687)729-532-7,gbvnoh@outlook.com,3al10371622,alvas,Offline,Web Development-15weeks,3000,25-12-2022 11:34:25,not paid
bbkjkx,vedmq,(034)209-809-9,bbkjkxvedmq@outlook.com,1sp48894260,sdm,Online,Web Development-15weeks,3000,27-6-2022 11:29:18,not paid
alky,qbod,(434)360-050-3,alkyqbod@outlook.com,7al10497197,alvas,Offline,iot,4000,13-8-2023 11:16:43,paid
cfoz,tfum,(952)042-714-0,cfoztfum@outlook.com,0sp85079133,sdm,Offline,Web Development,5000,20-3-2022 15:42:49,paid
cgracr,ntjmb,(697)547-368-1,cgracrntjmb@yahoo.com,6al80669718,alvas,Offline,Cyber Security-l1,5000,5-5-2021 14:26:28,paid
jazbcjg,gvjqj,(421)650-222-6,jazbcjggvjqj@outlook.com,0m34969067,manipal,Offline,Web Development,5000,24-12-2021 11:46:36,not paid
xczie,yrzbm,(661)814-122-1,xczieyrzbm@outlook.com,7m74105374,manipal,Offline,ai-ml,6000,15-11-2021 15:28:1,not paid
rjacmkj,kedqy,(011)011-811-0,rjacmkjkedqy@outlook.com,4nm58722324,nitte,Online,ai-ml,6000,12-6-2021 16:27:30,paid
uhyk,tfhv,(832)602-889-0,uhyktfhv@gmail.com,2mp71790930,mite,Online,Web Development,5000,17-11-2022 11:1:24,paid
mrczoq,ntlrj,(886)064-665-6,mrczoqntlrj@yahoo.com,8sp01949282,sdm,Online,Cyber Security-l1,5000,2-3-2022 14:57:48,not paid
xokne,ajjev,(300)259-093-3,xokneajjev@yahoo.com,1al61351811,alvas,Offline,ai-ml,6000,19-8-2021 14:56:9,not paid
vziljfek,ragww,(554)876-095-5,vziljfekragww@yahoo.com,0nm43273520,nitte,Offline,Cyber Security-l0,4500,22-10-2021 14:41:5,paid
xbiucea,wxzpk,(954)258-338-6,xbiuceawxzpk@yahoo.com,7mp78845861,mite,Online,Web Development-15weeks,3000,7-3-2021 15:40:47,not paid
xkrxun,xsngn,(872)098-678-2,xkrxunxsngn@outlook.com,5sp75522215,sdm,Online,Web Development-15weeks,3000,9-8-2021 13:20:26,paid
wvmjlyrq,ajmeu,(808)229-646-7,wvmjlyrqajmeu@outlook.com,9nm17312597,nitte,Offline,iot,4000,22-7-2022 11:53:29,paid
nqhpzw,uprzr,(807)516-186-8,nqhpzwuprzr@outlook.com,7al08046654,alvas,Online,Cyber Security-l1,5000,20-1-2022 14:49:12,paid
lbvchcz,cgcow,(304)066-830-8,lbvchczcgcow@gmail.com,6nm13127653,nitte,Offline,ai-ml,6000,6-2-2021 10:22:10,paid
ysa,jcn,(250)415-603-3,ysajcn@outlook.com,4nm41894735,nitte,Offline,Cyber Security-l1,5000,2-5-2023 10:6:21,paid
ymgg,atyr,(792)839-062-1,ymggatyr@outlook.com,8nm34138612,nitte,Offline,Web Development-15weeks,3000,22-9-2022 14:11:15,not paid
hyq,cfo,(721)462-646-1,hyqcfo@yahoo.com,5sp88966384,sdm,Online,Cyber Security-l0,4500,11-6-2023 17:7:20,paid
odma,amaz,(545)083-126-6,odmaamaz@gmail.com,7nm88530949,nitte,Online,Cyber Security-l0,4500,28-5-2022 14:30:2,not paid
xjvlp,wguwk,(616)082-462-2,xjvlpwguwk@gmail.com,6mp38721836,mite,Online,Cyber Security-l1,5000,13-5-2021 14:4:16,paid
gafcc,ajewr,(592)436-126-8,gafccajewr@gmail.com,9nm66371419,nitte,Online,Java Full-stack,5500,7-8-2023 13:28:23,not paid
yelfxyr,khjtn,(671)244-063-1,yelfxyrkhjtn@outlook.com,9m07826518,manipal,Online,ai-ml,6000,15-4-2023 13:29:28,not paid
ykqu,zrbl,(562)734-824-4,ykquzrbl@gmail.com,6mp32497039,mite,Online,Web Development-15weeks,3000,14-11-2023 11:53:3,paid
ovg,caj,(204)815-466-2,ovgcaj@gmail.com,2al85419737,alvas,Offline,Java Full-stack,5500,15-10-2021 16:37:22,paid
piux,mspj,(249)029-002-4,piuxmspj@gmail.com,4sp17089637,sdm,Online,Web Development,5000,27-6-2022 14:2:30,paid
qybou,sudue,(936)951-897-0,qybousudue@yahoo.com,0nm08437055,nitte,Offline,Web Development-15weeks,3000,9-2-2021 13:18:5,not paid
ihpmvpec,mdaik,(688)524-677-1,ihpmvpecmdaik@outlook.com,9mp63127945,mite,Online,ai-ml,6000,10-11-2022 15:10:33,paid
iztxlcof,kbikq,(319)357-401-8,iztxlcofkbikq@yahoo.com,6al78577547,alvas,Online,ai-ml,6000,21-2-2023 14:38:15,not paid
urd,tcl,(175)195-611-7,urdtcl@outlook.com,6nm25678598,nitte,Online,Java Full-stack,5500,17-2-2021 14:3:19,paid
qvjyiv,ucdum,(302)537-933-0,qvjyivucdum@outlook.com,4mp33986953,mite,Online,Web Development-15weeks,3000,18-10-2023 12:12:8,paid
hrilhuh,uqmla,(508)278-606-1,hrilhuhuqmla@gmail.com,5nm86415862,nitte,Online,Web Development-15weeks,3000,18-1-2022 12:59:30,paid
dao,doi,(235)298-651-2,daodoi@gmail.com,8mp83913570,mite,Offline,iot,4000,25-4-2023 17:24:25,paid
jyzjcys,mvfta,(188)633-354-7,jyzjcysmvfta@yahoo.com,4m60961467,manipal,Online,Web Development-15weeks,3000,17-2-2021 11:42:5,paid
jbcr,hjwz,(699)635-292-7,jbcrhjwz@yahoo.com,5nm33871185,nitte,Online,Cyber Security-l0,4500,25-11-2021 12:44:3,paid
jiox,ewen,(886)396-804-3,jioxewen@yahoo.com,9mp72703282,mite,Offline,Web Development-15weeks,3000,3-2-2021 16:23:50,paid
ixcbndl,mqsxs,(701)296-502-2,ixcbndlmqsxs@gmail.com,3nm77052857,nitte,Offline,iot,4000,3-6-2023 12:27:12,paid
pfs,lmc,(004)287-956-2,pfslmc@yahoo.com,6mp88863563,mite,Offline,Cyber Security-l0,4500,8-8-2023 14:20:46,paid
exsnm,lhgdg,(820)625-163-5,exsnmlhgdg@gmail.com,8sp05648705,sdm,Offline,Java Full-stack,5500,23-5-2023 16:33:34,paid
elpxwi,iwxzq,(811)188-527-0,elpxwiiwxzq@gmail.com,8al89439762,alvas,Online,Web Development-15weeks,3000,23-4-2021 14:32:22,paid
kqrjz,xqivb,(998)972-120-9,kqrjzxqivb@outlook.com,9mp10240015,mite,Offline,Java Full-stack,5500,22-8-2022 11:38:28,paid
ayarfp,ptfky,(453)661-899-0,ayarfpptfky@gmail.com,9sp31302756,sdm,Offline,Web Development,5000,3-7-2023 13:37:40,paid
mqhkfc,kxyft,(926)040-517-9,mqhkfckxyft@gmail.com,7m12134752,manipal,Online,Java Full-stack,5500,25-9-2023 11:29:39,paid
jrmj,rmsg,(411)318-626-5,jrmjrmsg@gmail.com,6al94074745,alvas,Online,Web Development,5000,11-3-2023 12:8:5,paid
fwzlunee,kzfof,(799)217-739-9,fwzluneekzfof@yahoo.com,0nm98712102,nitte,Offline,Cyber Security-l0,4500,24-12-2022 15:48:48,paid
zdphhs,vfrjn,(421)898-820-4,zdphhsvfrjn@outlook.com,4sp56338518,sdm,Offline,iot,4000,26-2-2021 14:7:31,not paid
exrwey,usuto,(198)284-573-2,exrweyusuto@yahoo.com,8mp57271758,mite,Offline,Cyber Security-l0,4500,7-11-2023 17:41:11,paid
zaw,fgs,(262)694-832-3,zawfgs@yahoo.com,5mp50686872,mite,Offline,Cyber Security-l1,5000,18-1-2022 16:46:20,paid
wivehby,ecxev,(194)030-519-7,wivehbyecxev@gmail.com,4sp03030555,sdm,Online,iot,4000,14-10-2023 14:34:45,paid
opoo,kgwo,(600)937-975-8,opookgwo@gmail.com,0nm25139330,nitte,Online,Web Development-15weeks,3000,3-10-2023 14:17:9,paid
spewkkaw,okpvd,(916)587-833-7,spewkkawokpvd@gmail.com,9nm87358767,nitte,Online,Web Development-15weeks,3000,19-8-2023 13:25:28,not paid
hhqgx,wymqk,(607)515-075-2,hhqgxwymqk@yahoo.com,5sp15625854,sdm,Online,ai-ml,6000,4-8-2023 10:48:36,paid
rbo,atd,(244)342-065-5,rboatd@outlook.com,1al89687853,alvas,Online,Cyber Security-l1,5000,15-5-2022 15:56:10,paid
wgltbbg,fzgxu,(164)983-740-1,wgltbbgfzgxu@gmail.com,2mp80496361,mite,Online,Web Development,5000,26-7-2022 13:38:11,paid
igomty,etuku,(472)530-938-7,igomtyetuku@yahoo.com,3nm40968855,nitte,Online,Java Full-stack,5500,2-4-2023 10:25:10,paid
amb,pzn,(783)656-246-0,ambpzn@gmail.com,3nm02565472,nitte,Online,Java Full-stack,5500,4-12-2021 15:52:40,paid
mpzjruy,ctcyg,(786)162-840-2,mpzjruyctcyg@gmail.com,9mp54075022,mite,Offline,Java Full-stack,5500,5-5-2021 16:13:41,not paid
sotlo,ybrif,(876)790-466-7,sotloybrif@outlook.com,3nm13691452,nitte,Offline,iot,4000,14-7-2022 15:35:6,not paid
qpeptlty,fhnhf,(648)993-690-5,qpeptltyfhnhf@outlook.com,5mp03508842,mite,Online,Cyber Security-l1,5000,16-3-2022 11:54:49,not paid
brcntvhf,mcurp,(406)088-747-6,brcntvhfmcurp@gmail.com,6m10604735,manipal,Offline,Web Development,5000,7-3-2023 17:48:17,not paid
wijn,ezur,(323)419-458-9,wijnezur@outlook.com,6m84992704,manipal,Offline,Java Full-stack,5500,24-11-2023 17:3:19,paid
eleaesh,zadwv,(751)037-295-4,eleaeshzadwv@outlook.com,3al43433062,alvas,Offline,Java Full-stack,5500,25-10-2022 17:33:15,paid
bvwclmix,eiprh,(754)851-389-6,bvwclmixeiprh@yahoo.com,5nm88746133,nitte,Offline,Java Full-stack,5500,28-10-2023 12:42:3,not paid
cfvux,lznla,(389)052-736-8,cfvuxlznla@gmail.com,9sp32653588,sdm,Offline,Cyber Security-l0,4500,5-4-2021 14:50:19,paid
pqorrb,koodw,(274)477-633-0,pqorrbkoodw@yahoo.com,8nm01013994,nitte,Offline,Cyber Security-l1,5000,5-2-2023 13:25:46,paid
qxvn,vcpz,(604)459-024-9,qxvnvcpz@gmail.com,6mp71507569,mite,Offline,Cyber Security-l1,5000,23-4-2021 12:8:24,paid
iojt,dnpy,(593)823-944-8,iojtdnpy@outlook.com,9nm35334203,nitte,Offline,Cyber Security-l0,4500,5-5-2021 15:44:28,paid
ljoap,nyznt,(772)518-349-3,ljoapnyznt@yahoo.com,1sp19381300,sdm,Offline,Java Full-stack,5500,23-12-2023 16:50:35,not paid
zsjahxln,ikjqn,(782)314-830-1,zsjahxlnikjqn@yahoo.com,7m92289216,manipal,Online,Web Development-15weeks,3000,17-6-2022 16:26:10,not paid
csktbgzh,vqfdr,(985)375-616-1,csktbgzhvqfdr@gmail.com,0al53485903,alvas,Offline,Java Full-stack,5500,22-3-2022 17:42:8,paid
rypvntaf,dxraq,(404)095-112-6,rypvntafdxraq@outlook.com,5al58867669,alvas,Online,Cyber Security-l1,5000,15-1-2023 17:16:42,paid
mxicank,ugebr,(387)807-531-6,mxicankugebr@yahoo.com,7m60437324,manipal,Online,Web Development,5000,23-7-2023 13:32:38,paid
aquamom,jqimz,(809)947-858-7,aquamomjqimz@yahoo.com,6nm49725194,nitte,Offline,Cyber Security-l1,5000,26-4-2021 10:17:41,not paid
yeiq,mpwi,(071)270-192-0,yeiqmpwi@gmail.com,4m21750011,manipal,Online,Cyber Security-l1,5000,1-6-2021 15:53:14,not paid
glgrsi,sbmst,(448)402-937-8,glgrsisbmst@gmail.com,7mp34785721,mite,Online,Cyber Security-l0,4500,3-12-2022 15:3:36,not paid
qwm,nam,(903)340-464-3,qwmnam@gmail.com,1al00004409,alvas,Offline,Java Full-stack,5500,2-2-2022 11:15:25,not paid
wyeexnp,ufdml,(931)969-174-1,wyeexnpufdml@outlook.com,6mp83412559,mite,Offline,ai-ml,6000,9-3-2021 10:54:48,paid
hjwsm,tjhuw,(980)016-204-8,hjwsmtjhuw@yahoo.com,3al61704658,alvas,Offline,Cyber Security-l0,4500,27-3-2022 12:24:48,not paid
kbilwuiz,eaumw,(046)914-494-7,kbilwuizeaumw@gmail.com,4sp37938923,sdm,Online,Java Full-stack,5500,5-8-2023 16:52:42,not paid
jayejmuj,gmnad,(085)165-972-3,jayejmujgmnad@yahoo.com,9mp81147917,mite,Offline,Cyber Security-l1,5000,28-5-2022 11:4:32,not paid
rbui,aoop,(737)452-373-7,rbuiaoop@outlook.com,4nm54908329,nitte,Offline,Web Development,5000,25-1-2022 11:47:12,not paid
ical,gezo,(080)733-086-2,icalgezo@outlook.com,5al90863911,alvas,Online,Cyber Security-l0,4500,13-9-2023 11:5:4,not paid
vqveii,ztgfy,(027)680-707-3,vqveiiztgfy@yahoo.com,4nm81017612,nitte,Offline,ai-ml,6000,2-2-2021 17:58:18,not paid
ofygn,bwrcr,(704)437-467-5,ofygnbwrcr@gmail.com,1nm07143329,nitte,Online,ai-ml,6000,1-5-2023 11:43:19,not paid
amctcea,ejjnq,(012)270-403-6,amctceaejjnq@yahoo.com,6mp97958123,mite,Online,Cyber Security-l1,5000,27-1-2021 11:34:45,paid
theiv,xqxfw,(754)345-625-2,theivxqxfw@gmail.com,2mp36900176,mite,Online,Java Full-stack,5500,27-2-2021 14:52:9,not paid
kpfsji,eyzqz,(920)319-365-7,kpfsjieyzqz@outlook.com,8al79619867,alvas,Online,Cyber Security-l1,5000,20-7-2022 14:57:42,paid
iron,tgga,(007)833-039-5,irontgga@outlook.com,0mp57393137,mite,Online,Web Development,5000,13-6-2023 17:5:50,not paid
qcycppla,gqvye,(323)115-229-2,qcycpplagqvye@gmail.com,4nm21359446,nitte,Offline,iot,4000,16-11-2021 10:13:45,paid
xyelj,acfid,(407)594-417-9,xyeljacfid@yahoo.com,7m05643486,manipal,Online,Cyber Security-l1,5000,8-12-2022 11:52:24,paid
qzbeo,ryyko,(485)927-680-3,qzbeoryyko@yahoo.com,8mp74717568,mite,Offline,Web Development,5000,1-10-2021 15:27:5,not paid
xunqkrma,ariwx,(938)516-091-6,xunqkrmaariwx@gmail.com,3al06737460,alvas,Offline,Web Development,5000,26-3-2023 14:37:25,paid
eycr,dklf,(433)878-671-5,eycrdklf@gmail.com,9sp47493102,sdm,Offline,ai-ml,6000,25-12-2022 11:45:39,paid
oqm,vzt,(372)804-542-5,oqmvzt@gmail.com,2sp32009043,sdm,Online,Web Development,5000,23-12-2021 17:6:15,paid
yzbubvl,ctybl,(398)205-458-9,yzbubvlctybl@gmail.com,3al09014859,alvas,Offline,iot,4000,19-4-2022 13:1:22,not paid
ppbrcxl,zfgbp,(326)211-157-8,ppbrcxlzfgbp@yahoo.com,5mp06380483,mite,Online,Cyber Security-l1,5000,27-1-2023 14:14:47,not paid
nrhjtkep,hxzyo,(836)905-625-6,nrhjtkephxzyo@gmail.com,0al67457669,alvas,Offline,iot,4000,19-10-2023 16:34:41,paid
yweycb,hqxuh,(329)896-453-2,yweycbhqxuh@gmail.com,1m27947790,manipal,Online,Web Development-15weeks,3000,13-5-2023 15:3:5,paid
xkpzcdt,zgciu,(599)866-973-9,xkpzcdtzgciu@outlook.com,3m66290875,manipal,Offline,Web Development,5000,16-12-2021 14:26:2,not paid
cfz,zkb,(946)688-975-1,cfzzkb@outlook.com,6m69355143,manipal,Online,Web Development,5000,11-2-2022 12:32:26,not paid
hrab,pujm,(715)419-945-7,hrabpujm@yahoo.com,1nm70157383,nitte,Offline,Cyber Security-l0,4500,8-7-2023 17:1:8,not paid
pry,mvy,(844)215-383-6,prymvy@gmail.com,0mp17973707,mite,Offline,Web Development,5000,12-7-2021 17:2:12,not paid
qhxig,rmxsv,(619)114-189-1,qhxigrmxsv@gmail.com,8sp02228009,sdm,Online,Web Development-15weeks,3000,23-1-2021 17:53:11,not paid
hguwppp,verxr,(978)660-340-1,hguwpppverxr@gmail.com,3al77987745,alvas,Online,Cyber Security-l1,5000,26-3-2022 16:12:28,paid
aubdgb,cayvg,(727)794-973-5,aubdgbcayvg@yahoo.com,3m37983916,manipal,Offline,Cyber Security-l0,4500,21-4-2023 15:28:47,not paid
npweauxk,tcfps,(825)415-936-9,npweauxktcfps@gmail.com,6al41126384,alvas,Online,Cyber Security-l1,5000,3-8-2023 10:40:6,paid
gzhci,edbzr,(618)163-760-3,gzhciedbzr@yahoo.com,7m83459294,manipal,Online,Web Development,5000,10-4-2023 13:51:38,paid
tww,uaj,(011)238-124-1,twwuaj@outlook.com,0sp92803914,sdm,Offline,iot,4000,8-4-2023 10:52:34,paid
bcyhqvdc,utxjv,(520)575-450-4,bcyhqvdcutxjv@gmail.com,0sp18588738,sdm,Offline,ai-ml,6000,10-2-2021 16:12:49,not paid
aouwgz,inrjt,(361)961-558-2,aouwgzinrjt@gmail.com,9mp90073604,mite,Online,iot,4000,12-9-2021 10:33:30,paid
rua,tyv,(794)306-142-5,ruatyv@gmail.com,7m95152170,manipal,Offline,Cyber Security-l1,5000,1-4-2022 10:26:9,paid
xlwwwfyr,sandx,(167)609-837-0,xlwwwfyrsandx@gmail.com,6sp92628445,sdm,Online,Web Development,5000,10-1-2023 11:54:42,paid
ciyhgx,ncyvl,(744)417-833-2,ciyhgxncyvl@gmail.com,5nm13569888,nitte,Online,Java Full-stack,5500,20-11-2021 10:45:31,paid
xigl,qnqk,(387)553-672-9,xiglqnqk@yahoo.com,9nm33883256,nitte,Offline,Cyber Security-l1,5000,27-12-2021 17:30:7,paid
zaroia,jcgbd,(995)345-359-2,zaroiajcgbd@yahoo.com,9sp92497970,sdm,Offline,Cyber Security-l0,4500,4-9-2023 13:52:49,paid
lcncwuoq,czdlw,(437)552-860-7,lcncwuoqczdlw@outlook.com,0nm13073771,nitte,Online,Web Development-15weeks,3000,6-7-2021 11:33:9,paid
tayik,nmgpb,(021)604-362-0,tayiknmgpb@outlook.com,5m73040905,manipal,Online,iot,4000,3-8-2023 10:41:2,paid
zewjjtht,gncgp,(406)790-134-6,zewjjthtgncgp@outlook.com,9al37497123,alvas,Online,Java Full-stack,5500,5-3-2022 14:42:9,not paid
ehx,smv,(817)469-719-1,ehxsmv@outlook.com,1al67769911,alvas,Online,Java Full-stack,5500,1-9-2023 15:17:7,not paid
wkyuxd,xrabs,(160)618-660-8,wkyuxdxrabs@yahoo.com,5al33661427,alvas,Online,Java Full-stack,5500,6-10-2023 10:18:40,paid
ullqdkjm,qsqua,(438)305-932-0,ullqdkjmqsqua@yahoo.com,1sp46922641,sdm,Online,Cyber Security-l1,5000,19-6-2022 10:9:37,paid
crw,nkn,(771)089-437-5,crwnkn@outlook.com,9mp40003906,mite,Offline,Cyber Security-l0,4500,8-4-2021 13:7:7,paid
lszjes,gtnax,(125)803-648-7,lszjesgtnax@outlook.com,3m35732505,manipal,Online,Cyber Security-l1,5000,26-6-2021 14:52:40,paid
vhbwgq,pnxtq,(971)631-970-6,vhbwgqpnxtq@yahoo.com,7sp69418613,sdm,Offline,Java Full-stack,5500,14-1-2021 13:33:31,not paid
kao,xrn,(608)822-280-9,kaoxrn@outlook.com,5al09628065,alvas,Online,Java Full-stack,5500,5-10-2023 16:3:14,paid
hnruot,lhhyq,(454)636-344-2,hnruotlhhyq@outlook.com,3nm57493071,nitte,Online,iot,4000,3-1-2023 17:33:36,paid
duiqd,tcovt,(922)267-600-2,duiqdtcovt@outlook.com,8sp27346922,sdm,Online,iot,4000,20-3-2021 15:33:46,paid
cpjz,vqcx,(242)121-766-7,cpjzvqcx@yahoo.com,3sp98364087,sdm,Online,iot,4000,8-9-2023 17:38:28,not paid
xnxs,eljm,(046)640-776-1,xnxseljm@yahoo.com,4mp27330079,mite,Online,Cyber Security-l0,4500,19-3-2021 14:20:12,not paid
